event_id,trip_id,timestamp,event_type,event_value,severity_level,phone_interaction_type
EVT-TRIP-839-2,TRIP-839474-2,2025-09-11 16:37:48,SPEEDING,1.26,1,TEXT
EVT-TRIP-da5-0,TRIP-da5f72-0,2025-09-11 16:37:28,HARD_BRAKE,0.53,4,APP
EVT-TRIP-da5-1,TRIP-da5f72-0,2025-09-11 16:37:38,DISTRACTION,1.46,3,TEXT
EVT-TRIP-da5-0,TRIP-da5f72-1,2025-09-11 16:37:28,HARD_BRAKE,0.93,3,NONE
EVT-TRIP-da5-1,TRIP-da5f72-1,2025-09-11 16:37:38,HARD_BRAKE,0.96,3,NONE
EVT-TRIP-da5-2,TRIP-da5f72-1,2025-09-11 16:37:48,HARD_BRAKE,1.45,5,APP
EVT-TRIP-da5-3,TRIP-da5f72-1,2025-09-11 16:37:58,HARD_BRAKE,0.82,2,APP
EVT-TRIP-da5-4,TRIP-da5f72-1,2025-09-11 16:38:08,SPEEDING,1.4,4,APP
EVT-TRIP-da5-0,TRIP-da5f72-2,2025-09-11 16:37:28,DISTRACTION,1.42,1,TEXT
EVT-TRIP-da5-1,TRIP-da5f72-2,2025-09-11 16:37:38,HARD_BRAKE,0.68,4,APP
EVT-TRIP-da5-2,TRIP-da5f72-2,2025-09-11 16:37:48,DISTRACTION,0.91,4,CALL
EVT-TRIP-035-0,TRIP-035d17-0,2025-09-11 16:37:28,DISTRACTION,0.64,5,NONE
EVT-TRIP-035-1,TRIP-035d17-0,2025-09-11 16:37:38,HARD_BRAKE,0.55,2,TEXT
EVT-TRIP-035-2,TRIP-035d17-0,2025-09-11 16:37:48,HARD_BRAKE,0.67,4,NONE
EVT-TRIP-035-0,TRIP-035d17-1,2025-09-11 16:37:28,HARD_BRAKE,0.89,2,TEXT
EVT-TRIP-035-1,TRIP-035d17-1,2025-09-11 16:37:38,DISTRACTION,0.5,1,NONE
EVT-TRIP-035-2,TRIP-035d17-1,2025-09-11 16:37:48,HARD_BRAKE,0.8,4,CALL
EVT-TRIP-035-3,TRIP-035d17-1,2025-09-11 16:37:58,HARD_BRAKE,0.96,2,TEXT
EVT-TRIP-035-0,TRIP-035d17-2,2025-09-11 16:37:28,HARD_BRAKE,1.14,4,APP
EVT-TRIP-035-1,TRIP-035d17-2,2025-09-11 16:37:38,DISTRACTION,0.75,1,NONE
EVT-TRIP-035-2,TRIP-035d17-2,2025-09-11 16:37:48,HARD_BRAKE,1.39,5,TEXT
EVT-TRIP-035-3,TRIP-035d17-2,2025-09-11 16:37:58,HARD_BRAKE,0.67,3,APP
EVT-TRIP-945-0,TRIP-9450ea-0,2025-09-11 16:37:28,DISTRACTION,0.66,3,NONE
EVT-TRIP-945-1,TRIP-9450ea-0,2025-09-11 16:37:38,DISTRACTION,1.05,3,CALL
EVT-TRIP-945-2,TRIP-9450ea-0,2025-09-11 16:37:48,HARD_BRAKE,0.6,4,NONE
EVT-TRIP-945-0,TRIP-9450ea-1,2025-09-11 16:37:28,SPEEDING,1.03,3,NONE
EVT-TRIP-945-1,TRIP-9450ea-1,2025-09-11 16:37:38,SPEEDING,1.38,1,CALL
EVT-TRIP-945-0,TRIP-9450ea-2,2025-09-11 16:37:28,HARD_BRAKE,0.79,3,TEXT
EVT-TRIP-945-1,TRIP-9450ea-2,2025-09-11 16:37:38,DISTRACTION,1.18,3,CALL
EVT-TRIP-945-2,TRIP-9450ea-2,2025-09-11 16:37:48,SPEEDING,0.88,3,TEXT
EVT-TRIP-945-3,TRIP-9450ea-2,2025-09-11 16:37:58,DISTRACTION,1.31,4,APP
EVT-TRIP-258-0,TRIP-258f5f-0,2025-09-11 16:37:28,SPEEDING,1.11,4,NONE
EVT-TRIP-258-1,TRIP-258f5f-0,2025-09-11 16:37:38,SPEEDING,1.23,5,NONE
EVT-TRIP-258-2,TRIP-258f5f-0,2025-09-11 16:37:48,SPEEDING,0.78,5,APP
EVT-TRIP-258-3,TRIP-258f5f-0,2025-09-11 16:37:58,SPEEDING,0.67,5,CALL
EVT-TRIP-258-4,TRIP-258f5f-0,2025-09-11 16:38:08,HARD_BRAKE,1.41,4,APP
EVT-TRIP-258-0,TRIP-258f5f-1,2025-09-11 16:37:28,DISTRACTION,1.37,4,CALL
EVT-TRIP-258-1,TRIP-258f5f-1,2025-09-11 16:37:38,SPEEDING,1.47,1,TEXT
EVT-TRIP-258-2,TRIP-258f5f-1,2025-09-11 16:37:48,HARD_BRAKE,0.75,4,TEXT
EVT-TRIP-258-0,TRIP-258f5f-2,2025-09-11 16:37:28,DISTRACTION,1.02,5,NONE
EVT-TRIP-258-1,TRIP-258f5f-2,2025-09-11 16:37:38,DISTRACTION,0.92,3,NONE
EVT-TRIP-258-2,TRIP-258f5f-2,2025-09-11 16:37:48,SPEEDING,1.02,3,APP
EVT-TRIP-258-3,TRIP-258f5f-2,2025-09-11 16:37:58,HARD_BRAKE,1.37,5,CALL
EVT-TRIP-258-4,TRIP-258f5f-2,2025-09-11 16:38:08,SPEEDING,0.87,5,CALL
EVT-TRIP-b16-0,TRIP-b162eb-0,2025-09-11 16:37:28,DISTRACTION,0.74,4,CALL
EVT-TRIP-b16-1,TRIP-b162eb-0,2025-09-11 16:37:38,SPEEDING,1.11,2,NONE
EVT-TRIP-b16-2,TRIP-b162eb-0,2025-09-11 16:37:48,HARD_BRAKE,0.61,5,APP
EVT-TRIP-b16-3,TRIP-b162eb-0,2025-09-11 16:37:58,HARD_BRAKE,0.87,2,NONE
EVT-TRIP-b16-4,TRIP-b162eb-0,2025-09-11 16:38:08,HARD_BRAKE,1.06,5,CALL
EVT-TRIP-b16-0,TRIP-b162eb-1,2025-09-11 16:37:28,HARD_BRAKE,0.53,4,APP
EVT-TRIP-b16-1,TRIP-b162eb-1,2025-09-11 16:37:38,HARD_BRAKE,0.59,1,TEXT
EVT-TRIP-b16-2,TRIP-b162eb-1,2025-09-11 16:37:48,SPEEDING,1.02,4,TEXT
EVT-TRIP-b16-0,TRIP-b162eb-2,2025-09-11 16:37:28,SPEEDING,1.23,1,TEXT
EVT-TRIP-b16-1,TRIP-b162eb-2,2025-09-11 16:37:38,SPEEDING,0.6,4,CALL
EVT-TRIP-664-0,TRIP-66431a-0,2025-09-11 16:37:28,HARD_BRAKE,0.58,4,APP
EVT-TRIP-664-1,TRIP-66431a-0,2025-09-11 16:37:38,SPEEDING,1.19,2,APP
EVT-TRIP-664-0,TRIP-66431a-1,2025-09-11 16:37:28,HARD_BRAKE,0.58,3,CALL
EVT-TRIP-664-1,TRIP-66431a-1,2025-09-11 16:37:38,HARD_BRAKE,0.7,5,APP
EVT-TRIP-664-2,TRIP-66431a-1,2025-09-11 16:37:48,DISTRACTION,1.06,1,CALL
EVT-TRIP-664-0,TRIP-66431a-2,2025-09-11 16:37:28,SPEEDING,0.73,4,APP
EVT-TRIP-664-1,TRIP-66431a-2,2025-09-11 16:37:38,DISTRACTION,0.53,4,NONE
EVT-TRIP-2de-0,TRIP-2deb8c-0,2025-09-11 16:37:28,HARD_BRAKE,0.98,3,APP
EVT-TRIP-2de-1,TRIP-2deb8c-0,2025-09-11 16:37:38,SPEEDING,0.78,5,CALL
EVT-TRIP-2de-0,TRIP-2deb8c-1,2025-09-11 16:37:28,HARD_BRAKE,1.14,3,APP
EVT-TRIP-2de-1,TRIP-2deb8c-1,2025-09-11 16:37:38,DISTRACTION,1.01,1,TEXT
EVT-TRIP-2de-0,TRIP-2deb8c-2,2025-09-11 16:37:28,HARD_BRAKE,1.04,4,APP
EVT-TRIP-2de-1,TRIP-2deb8c-2,2025-09-11 16:37:38,DISTRACTION,0.5,4,APP
EVT-TRIP-2de-2,TRIP-2deb8c-2,2025-09-11 16:37:48,SPEEDING,0.6,4,CALL
EVT-TRIP-637-0,TRIP-6370ff-0,2025-09-11 16:37:28,HARD_BRAKE,1.37,3,CALL
EVT-TRIP-637-1,TRIP-6370ff-0,2025-09-11 16:37:38,SPEEDING,0.89,5,CALL
EVT-TRIP-637-2,TRIP-6370ff-0,2025-09-11 16:37:48,DISTRACTION,1.03,3,NONE
EVT-TRIP-637-3,TRIP-6370ff-0,2025-09-11 16:37:58,DISTRACTION,1.38,5,TEXT
EVT-TRIP-637-4,TRIP-6370ff-0,2025-09-11 16:38:08,SPEEDING,0.7,2,NONE
EVT-TRIP-637-0,TRIP-6370ff-1,2025-09-11 16:37:28,HARD_BRAKE,0.52,3,NONE
EVT-TRIP-637-1,TRIP-6370ff-1,2025-09-11 16:37:38,DISTRACTION,0.96,2,NONE
EVT-TRIP-637-0,TRIP-6370ff-2,2025-09-11 16:37:28,HARD_BRAKE,1.16,5,CALL
EVT-TRIP-637-1,TRIP-6370ff-2,2025-09-11 16:37:38,HARD_BRAKE,0.68,2,NONE
EVT-TRIP-2fb-0,TRIP-2fb812-0,2025-09-11 16:37:28,DISTRACTION,1.03,3,NONE
EVT-TRIP-2fb-1,TRIP-2fb812-0,2025-09-11 16:37:38,HARD_BRAKE,1.22,1,NONE
EVT-TRIP-2fb-2,TRIP-2fb812-0,2025-09-11 16:37:48,SPEEDING,0.65,2,APP
EVT-TRIP-2fb-3,TRIP-2fb812-0,2025-09-11 16:37:58,SPEEDING,1.04,4,CALL
EVT-TRIP-2fb-0,TRIP-2fb812-1,2025-09-11 16:37:28,HARD_BRAKE,1.1,1,NONE
EVT-TRIP-2fb-1,TRIP-2fb812-1,2025-09-11 16:37:38,DISTRACTION,1.19,3,APP
EVT-TRIP-2fb-2,TRIP-2fb812-1,2025-09-11 16:37:48,DISTRACTION,1.38,5,APP
EVT-TRIP-2fb-0,TRIP-2fb812-2,2025-09-11 16:37:28,SPEEDING,1.45,4,NONE
EVT-TRIP-2fb-1,TRIP-2fb812-2,2025-09-11 16:37:38,HARD_BRAKE,1.17,2,CALL
EVT-TRIP-2fb-2,TRIP-2fb812-2,2025-09-11 16:37:48,SPEEDING,0.66,3,CALL
EVT-TRIP-2fb-3,TRIP-2fb812-2,2025-09-11 16:37:58,DISTRACTION,0.7,5,CALL
EVT-TRIP-2fb-4,TRIP-2fb812-2,2025-09-11 16:38:08,SPEEDING,1.44,5,NONE
EVT-TRIP-bd4-0,TRIP-bd40ee-0,2025-09-11 16:37:28,SPEEDING,0.97,3,CALL
EVT-TRIP-bd4-1,TRIP-bd40ee-0,2025-09-11 16:37:38,HARD_BRAKE,1.48,1,APP
EVT-TRIP-bd4-2,TRIP-bd40ee-0,2025-09-11 16:37:48,HARD_BRAKE,0.93,1,CALL
EVT-TRIP-bd4-3,TRIP-bd40ee-0,2025-09-11 16:37:58,HARD_BRAKE,0.74,4,NONE
EVT-TRIP-bd4-0,TRIP-bd40ee-1,2025-09-11 16:37:28,DISTRACTION,1.33,4,NONE
EVT-TRIP-bd4-1,TRIP-bd40ee-1,2025-09-11 16:37:38,DISTRACTION,1.11,1,NONE
EVT-TRIP-bd4-2,TRIP-bd40ee-1,2025-09-11 16:37:48,SPEEDING,1.1,3,CALL
EVT-TRIP-bd4-0,TRIP-bd40ee-2,2025-09-11 16:37:28,HARD_BRAKE,0.52,2,CALL
EVT-TRIP-bd4-1,TRIP-bd40ee-2,2025-09-11 16:37:38,SPEEDING,0.69,4,CALL
EVT-TRIP-bd4-2,TRIP-bd40ee-2,2025-09-11 16:37:48,HARD_BRAKE,1.31,3,NONE
EVT-TRIP-3e8-0,TRIP-3e8855-0,2025-09-11 16:37:28,SPEEDING,1.16,4,NONE
EVT-TRIP-3e8-1,TRIP-3e8855-0,2025-09-11 16:37:38,DISTRACTION,1.16,4,CALL
EVT-TRIP-3e8-2,TRIP-3e8855-0,2025-09-11 16:37:48,HARD_BRAKE,0.87,3,CALL
EVT-TRIP-3e8-3,TRIP-3e8855-0,2025-09-11 16:37:58,HARD_BRAKE,1.16,4,APP
EVT-TRIP-3e8-0,TRIP-3e8855-1,2025-09-11 16:37:28,DISTRACTION,0.82,3,APP
EVT-TRIP-3e8-1,TRIP-3e8855-1,2025-09-11 16:37:38,DISTRACTION,0.63,1,NONE
EVT-TRIP-3e8-2,TRIP-3e8855-1,2025-09-11 16:37:48,SPEEDING,1.37,1,CALL
EVT-TRIP-3e8-3,TRIP-3e8855-1,2025-09-11 16:37:58,HARD_BRAKE,1.05,4,NONE
EVT-TRIP-3e8-0,TRIP-3e8855-2,2025-09-11 16:37:28,SPEEDING,0.51,3,APP
EVT-TRIP-3e8-1,TRIP-3e8855-2,2025-09-11 16:37:38,DISTRACTION,0.61,5,NONE
EVT-TRIP-3e8-2,TRIP-3e8855-2,2025-09-11 16:37:48,HARD_BRAKE,0.6,2,CALL
EVT-TRIP-039-0,TRIP-0391ba-0,2025-09-11 16:37:28,SPEEDING,1.23,3,CALL
EVT-TRIP-039-1,TRIP-0391ba-0,2025-09-11 16:37:38,HARD_BRAKE,0.78,2,TEXT
EVT-TRIP-039-2,TRIP-0391ba-0,2025-09-11 16:37:48,HARD_BRAKE,0.85,2,CALL
EVT-TRIP-039-0,TRIP-0391ba-1,2025-09-11 16:37:28,HARD_BRAKE,1.35,4,TEXT
EVT-TRIP-039-1,TRIP-0391ba-1,2025-09-11 16:37:38,HARD_BRAKE,0.95,1,NONE
EVT-TRIP-039-0,TRIP-0391ba-2,2025-09-11 16:37:28,HARD_BRAKE,1.09,3,CALL
EVT-TRIP-039-1,TRIP-0391ba-2,2025-09-11 16:37:38,HARD_BRAKE,0.64,1,CALL
EVT-TRIP-039-2,TRIP-0391ba-2,2025-09-11 16:37:48,SPEEDING,1.47,5,CALL
EVT-TRIP-ff7-0,TRIP-ff7f17-0,2025-09-11 16:37:28,SPEEDING,1.37,1,CALL
EVT-TRIP-ff7-1,TRIP-ff7f17-0,2025-09-11 16:37:38,SPEEDING,0.96,3,CALL
EVT-TRIP-ff7-0,TRIP-ff7f17-1,2025-09-11 16:37:28,SPEEDING,0.81,5,APP
EVT-TRIP-ff7-1,TRIP-ff7f17-1,2025-09-11 16:37:38,HARD_BRAKE,0.92,2,APP
EVT-TRIP-ff7-2,TRIP-ff7f17-1,2025-09-11 16:37:48,SPEEDING,1.27,2,NONE
EVT-TRIP-ff7-3,TRIP-ff7f17-1,2025-09-11 16:37:58,HARD_BRAKE,0.52,4,NONE
EVT-TRIP-ff7-4,TRIP-ff7f17-1,2025-09-11 16:38:08,DISTRACTION,0.58,1,APP
EVT-TRIP-ff7-0,TRIP-ff7f17-2,2025-09-11 16:37:28,DISTRACTION,0.99,1,NONE
EVT-TRIP-ff7-1,TRIP-ff7f17-2,2025-09-11 16:37:38,DISTRACTION,0.7,1,TEXT
EVT-TRIP-ff7-2,TRIP-ff7f17-2,2025-09-11 16:37:48,DISTRACTION,0.77,3,CALL
EVT-TRIP-ff7-3,TRIP-ff7f17-2,2025-09-11 16:37:58,DISTRACTION,0.87,1,CALL
EVT-TRIP-ff7-4,TRIP-ff7f17-2,2025-09-11 16:38:08,HARD_BRAKE,0.72,3,CALL
EVT-TRIP-443-0,TRIP-44370a-0,2025-09-11 16:37:28,HARD_BRAKE,0.84,5,NONE
EVT-TRIP-443-1,TRIP-44370a-0,2025-09-11 16:37:38,DISTRACTION,1.48,1,APP
EVT-TRIP-443-2,TRIP-44370a-0,2025-09-11 16:37:48,HARD_BRAKE,1.28,5,NONE
EVT-TRIP-443-0,TRIP-44370a-1,2025-09-11 16:37:28,DISTRACTION,0.58,3,TEXT
EVT-TRIP-443-1,TRIP-44370a-1,2025-09-11 16:37:38,SPEEDING,1.32,4,CALL
EVT-TRIP-443-0,TRIP-44370a-2,2025-09-11 16:37:28,SPEEDING,0.56,1,NONE
EVT-TRIP-443-1,TRIP-44370a-2,2025-09-11 16:37:38,SPEEDING,0.5,2,APP
EVT-TRIP-443-2,TRIP-44370a-2,2025-09-11 16:37:48,DISTRACTION,1.03,4,APP
EVT-TRIP-443-3,TRIP-44370a-2,2025-09-11 16:37:58,DISTRACTION,1.09,3,APP
EVT-TRIP-ff8-0,TRIP-ff8963-0,2025-09-11 16:37:28,HARD_BRAKE,1.29,3,CALL
EVT-TRIP-ff8-1,TRIP-ff8963-0,2025-09-11 16:37:38,HARD_BRAKE,1.02,5,TEXT
EVT-TRIP-ff8-2,TRIP-ff8963-0,2025-09-11 16:37:48,DISTRACTION,0.77,5,TEXT
EVT-TRIP-ff8-3,TRIP-ff8963-0,2025-09-11 16:37:58,HARD_BRAKE,1.38,1,CALL
EVT-TRIP-ff8-0,TRIP-ff8963-1,2025-09-11 16:37:28,DISTRACTION,1.2,4,CALL
EVT-TRIP-ff8-1,TRIP-ff8963-1,2025-09-11 16:37:38,DISTRACTION,1.44,5,TEXT
EVT-TRIP-ff8-0,TRIP-ff8963-2,2025-09-11 16:37:28,HARD_BRAKE,0.54,4,TEXT
EVT-TRIP-ff8-1,TRIP-ff8963-2,2025-09-11 16:37:38,HARD_BRAKE,1.27,3,TEXT
EVT-TRIP-ff8-2,TRIP-ff8963-2,2025-09-11 16:37:48,SPEEDING,1.24,4,APP
EVT-TRIP-ff8-3,TRIP-ff8963-2,2025-09-11 16:37:58,HARD_BRAKE,1.3,3,TEXT
EVT-TRIP-ff8-4,TRIP-ff8963-2,2025-09-11 16:38:08,HARD_BRAKE,1.18,4,CALL
EVT-TRIP-861-0,TRIP-861a06-0,2025-09-11 16:37:28,SPEEDING,0.79,2,TEXT
EVT-TRIP-861-1,TRIP-861a06-0,2025-09-11 16:37:38,HARD_BRAKE,0.53,2,APP
EVT-TRIP-861-2,TRIP-861a06-0,2025-09-11 16:37:48,SPEEDING,1.26,3,APP
EVT-TRIP-861-0,TRIP-861a06-1,2025-09-11 16:37:28,SPEEDING,1.16,5,CALL
EVT-TRIP-861-1,TRIP-861a06-1,2025-09-11 16:37:38,SPEEDING,1.11,3,NONE
EVT-TRIP-861-2,TRIP-861a06-1,2025-09-11 16:37:48,HARD_BRAKE,1.37,1,NONE
EVT-TRIP-861-3,TRIP-861a06-1,2025-09-11 16:37:58,HARD_BRAKE,1.02,2,TEXT
EVT-TRIP-861-0,TRIP-861a06-2,2025-09-11 16:37:28,HARD_BRAKE,0.88,5,CALL
EVT-TRIP-861-1,TRIP-861a06-2,2025-09-11 16:37:38,DISTRACTION,0.73,3,APP
EVT-TRIP-861-2,TRIP-861a06-2,2025-09-11 16:37:48,SPEEDING,1.35,3,TEXT
EVT-TRIP-861-3,TRIP-861a06-2,2025-09-11 16:37:58,DISTRACTION,0.53,1,CALL
EVT-TRIP-3a7-0,TRIP-3a7cc4-0,2025-09-11 16:37:28,SPEEDING,0.78,2,NONE
EVT-TRIP-3a7-1,TRIP-3a7cc4-0,2025-09-11 16:37:38,HARD_BRAKE,0.71,2,CALL
EVT-TRIP-3a7-2,TRIP-3a7cc4-0,2025-09-11 16:37:48,SPEEDING,1.18,5,NONE
EVT-TRIP-3a7-3,TRIP-3a7cc4-0,2025-09-11 16:37:58,SPEEDING,1.07,5,NONE
EVT-TRIP-3a7-0,TRIP-3a7cc4-1,2025-09-11 16:37:28,SPEEDING,1.12,2,TEXT
EVT-TRIP-3a7-1,TRIP-3a7cc4-1,2025-09-11 16:37:38,DISTRACTION,0.95,2,CALL
EVT-TRIP-3a7-0,TRIP-3a7cc4-2,2025-09-11 16:37:28,SPEEDING,0.9,1,CALL
EVT-TRIP-3a7-1,TRIP-3a7cc4-2,2025-09-11 16:37:38,DISTRACTION,1.49,1,CALL
EVT-TRIP-3a7-2,TRIP-3a7cc4-2,2025-09-11 16:37:48,SPEEDING,0.75,5,TEXT
EVT-TRIP-3a7-3,TRIP-3a7cc4-2,2025-09-11 16:37:58,DISTRACTION,0.71,1,CALL
EVT-TRIP-3a7-4,TRIP-3a7cc4-2,2025-09-11 16:38:08,HARD_BRAKE,1.47,4,TEXT
EVT-TRIP-c32-0,TRIP-c326c4-0,2025-09-11 16:37:28,DISTRACTION,0.99,1,CALL
EVT-TRIP-c32-1,TRIP-c326c4-0,2025-09-11 16:37:38,HARD_BRAKE,1.08,5,APP
EVT-TRIP-c32-2,TRIP-c326c4-0,2025-09-11 16:37:48,DISTRACTION,1.19,3,TEXT
EVT-TRIP-c32-3,TRIP-c326c4-0,2025-09-11 16:37:58,DISTRACTION,1.17,4,TEXT
EVT-TRIP-c32-0,TRIP-c326c4-1,2025-09-11 16:37:28,SPEEDING,0.85,5,NONE
EVT-TRIP-c32-1,TRIP-c326c4-1,2025-09-11 16:37:38,SPEEDING,1.41,2,APP
EVT-TRIP-c32-0,TRIP-c326c4-2,2025-09-11 16:37:28,HARD_BRAKE,0.81,4,TEXT
EVT-TRIP-c32-1,TRIP-c326c4-2,2025-09-11 16:37:38,HARD_BRAKE,0.59,4,APP
EVT-TRIP-3d0-0,TRIP-3d03f9-0,2025-09-11 16:37:28,DISTRACTION,0.96,1,APP
EVT-TRIP-3d0-1,TRIP-3d03f9-0,2025-09-11 16:37:38,SPEEDING,0.65,1,CALL
EVT-TRIP-3d0-2,TRIP-3d03f9-0,2025-09-11 16:37:48,DISTRACTION,1.21,1,TEXT
EVT-TRIP-3d0-3,TRIP-3d03f9-0,2025-09-11 16:37:58,HARD_BRAKE,0.93,4,NONE
EVT-TRIP-3d0-4,TRIP-3d03f9-0,2025-09-11 16:38:08,DISTRACTION,1.33,4,NONE
EVT-TRIP-3d0-0,TRIP-3d03f9-1,2025-09-11 16:37:28,DISTRACTION,0.92,2,TEXT
EVT-TRIP-3d0-1,TRIP-3d03f9-1,2025-09-11 16:37:38,HARD_BRAKE,0.92,1,CALL
EVT-TRIP-3d0-2,TRIP-3d03f9-1,2025-09-11 16:37:48,HARD_BRAKE,0.51,1,TEXT
EVT-TRIP-3d0-3,TRIP-3d03f9-1,2025-09-11 16:37:58,DISTRACTION,0.84,1,TEXT
EVT-TRIP-3d0-0,TRIP-3d03f9-2,2025-09-11 16:37:28,DISTRACTION,0.95,4,TEXT
EVT-TRIP-3d0-1,TRIP-3d03f9-2,2025-09-11 16:37:38,SPEEDING,0.83,2,CALL
EVT-TRIP-3d0-2,TRIP-3d03f9-2,2025-09-11 16:37:48,DISTRACTION,1.29,4,CALL
EVT-TRIP-3c1-0,TRIP-3c1f8f-0,2025-09-11 16:37:28,HARD_BRAKE,1.3,4,CALL
EVT-TRIP-3c1-1,TRIP-3c1f8f-0,2025-09-11 16:37:38,HARD_BRAKE,0.56,3,TEXT
EVT-TRIP-3c1-2,TRIP-3c1f8f-0,2025-09-11 16:37:48,SPEEDING,1.25,1,CALL
EVT-TRIP-3c1-3,TRIP-3c1f8f-0,2025-09-11 16:37:58,HARD_BRAKE,1.16,1,CALL
EVT-TRIP-3c1-0,TRIP-3c1f8f-1,2025-09-11 16:37:28,DISTRACTION,1.31,1,APP
EVT-TRIP-3c1-1,TRIP-3c1f8f-1,2025-09-11 16:37:38,DISTRACTION,0.96,4,APP
EVT-TRIP-3c1-0,TRIP-3c1f8f-2,2025-09-11 16:37:28,SPEEDING,1.45,4,CALL
EVT-TRIP-3c1-1,TRIP-3c1f8f-2,2025-09-11 16:37:38,HARD_BRAKE,1.11,2,NONE
EVT-TRIP-3c1-2,TRIP-3c1f8f-2,2025-09-11 16:37:48,SPEEDING,0.68,2,NONE
EVT-TRIP-3c1-3,TRIP-3c1f8f-2,2025-09-11 16:37:58,HARD_BRAKE,0.65,5,CALL
EVT-TRIP-3c1-4,TRIP-3c1f8f-2,2025-09-11 16:38:08,HARD_BRAKE,0.81,2,CALL
EVT-TRIP-2fa-0,TRIP-2fa063-0,2025-09-11 16:37:28,HARD_BRAKE,1.17,4,APP
EVT-TRIP-2fa-1,TRIP-2fa063-0,2025-09-11 16:37:38,DISTRACTION,0.54,5,CALL
EVT-TRIP-2fa-0,TRIP-2fa063-1,2025-09-11 16:37:28,DISTRACTION,1.45,2,TEXT
EVT-TRIP-2fa-1,TRIP-2fa063-1,2025-09-11 16:37:38,DISTRACTION,0.88,5,NONE
EVT-TRIP-2fa-2,TRIP-2fa063-1,2025-09-11 16:37:48,SPEEDING,0.83,4,CALL
EVT-TRIP-2fa-3,TRIP-2fa063-1,2025-09-11 16:37:58,SPEEDING,0.57,4,TEXT
EVT-TRIP-2fa-0,TRIP-2fa063-2,2025-09-11 16:37:28,DISTRACTION,0.63,3,TEXT
EVT-TRIP-2fa-1,TRIP-2fa063-2,2025-09-11 16:37:38,DISTRACTION,1.22,4,CALL
EVT-TRIP-2fa-2,TRIP-2fa063-2,2025-09-11 16:37:48,DISTRACTION,0.78,2,TEXT
EVT-TRIP-38c-0,TRIP-38c773-0,2025-09-11 16:37:28,HARD_BRAKE,0.94,5,CALL
EVT-TRIP-38c-1,TRIP-38c773-0,2025-09-11 16:37:38,DISTRACTION,1.04,5,APP
EVT-TRIP-38c-0,TRIP-38c773-1,2025-09-11 16:37:28,SPEEDING,0.81,2,NONE
EVT-TRIP-38c-1,TRIP-38c773-1,2025-09-11 16:37:38,SPEEDING,0.64,4,NONE
EVT-TRIP-38c-2,TRIP-38c773-1,2025-09-11 16:37:48,DISTRACTION,0.65,3,CALL
EVT-TRIP-38c-3,TRIP-38c773-1,2025-09-11 16:37:58,HARD_BRAKE,1.14,3,APP
EVT-TRIP-38c-4,TRIP-38c773-1,2025-09-11 16:38:08,DISTRACTION,1.42,5,NONE
EVT-TRIP-38c-0,TRIP-38c773-2,2025-09-11 16:37:28,SPEEDING,0.53,2,NONE
EVT-TRIP-38c-1,TRIP-38c773-2,2025-09-11 16:37:38,SPEEDING,0.98,3,CALL
EVT-TRIP-38c-2,TRIP-38c773-2,2025-09-11 16:37:48,HARD_BRAKE,0.57,5,APP
EVT-TRIP-25d-0,TRIP-25d5f9-0,2025-09-11 16:37:28,DISTRACTION,1.4,3,APP
EVT-TRIP-25d-1,TRIP-25d5f9-0,2025-09-11 16:37:38,DISTRACTION,1.31,2,CALL
EVT-TRIP-25d-2,TRIP-25d5f9-0,2025-09-11 16:37:48,SPEEDING,1.07,4,TEXT
EVT-TRIP-25d-3,TRIP-25d5f9-0,2025-09-11 16:37:58,HARD_BRAKE,0.85,4,APP
EVT-TRIP-25d-0,TRIP-25d5f9-1,2025-09-11 16:37:28,HARD_BRAKE,0.78,1,APP
EVT-TRIP-25d-1,TRIP-25d5f9-1,2025-09-11 16:37:38,DISTRACTION,0.56,2,TEXT
EVT-TRIP-25d-2,TRIP-25d5f9-1,2025-09-11 16:37:48,HARD_BRAKE,1.18,5,NONE
EVT-TRIP-25d-3,TRIP-25d5f9-1,2025-09-11 16:37:58,SPEEDING,1.24,4,TEXT
EVT-TRIP-25d-4,TRIP-25d5f9-1,2025-09-11 16:38:08,HARD_BRAKE,1.01,1,NONE
EVT-TRIP-25d-0,TRIP-25d5f9-2,2025-09-11 16:37:28,HARD_BRAKE,1.18,4,NONE
EVT-TRIP-25d-1,TRIP-25d5f9-2,2025-09-11 16:37:38,HARD_BRAKE,0.68,3,APP
EVT-TRIP-a75-0,TRIP-a75d96-0,2025-09-11 16:37:28,HARD_BRAKE,0.79,3,APP
EVT-TRIP-a75-1,TRIP-a75d96-0,2025-09-11 16:37:38,SPEEDING,0.63,5,APP
EVT-TRIP-a75-2,TRIP-a75d96-0,2025-09-11 16:37:48,HARD_BRAKE,1.0,4,CALL
EVT-TRIP-a75-3,TRIP-a75d96-0,2025-09-11 16:37:58,HARD_BRAKE,0.86,5,CALL
EVT-TRIP-a75-0,TRIP-a75d96-1,2025-09-11 16:37:28,DISTRACTION,1.34,3,CALL
EVT-TRIP-a75-1,TRIP-a75d96-1,2025-09-11 16:37:38,HARD_BRAKE,1.27,1,CALL
EVT-TRIP-a75-2,TRIP-a75d96-1,2025-09-11 16:37:48,SPEEDING,1.42,3,NONE
EVT-TRIP-a75-3,TRIP-a75d96-1,2025-09-11 16:37:58,DISTRACTION,1.04,3,CALL
