trip_id,timestamp,accel_x,accel_y,accel_z,braking_g,cornering_g
TRIP-91d70c-1,2025-09-11 16:38:48,1.59,-1.94,1.45,0.05,0.48
TRIP-91d70c-1,2025-09-11 16:38:50,-0.76,-1.05,0.54,0.13,0.75
TRIP-91d70c-1,2025-09-11 16:38:52,2.37,-1.58,-1.15,0.6,0.46
TRIP-91d70c-1,2025-09-11 16:38:54,0.02,1.85,0.05,0.84,0.76
TRIP-91d70c-1,2025-09-11 16:38:56,1.12,-1.08,-0.5,0.51,0.35
TRIP-91d70c-1,2025-09-11 16:38:58,-2.31,-0.04,-1.49,0.75,0.57
TRIP-91d70c-1,2025-09-11 16:39:00,-0.01,-1.27,0.21,0.44,0.64
TRIP-91d70c-1,2025-09-11 16:39:02,-0.19,-1.02,1.33,0.11,0.86
TRIP-91d70c-1,2025-09-11 16:39:04,-1.57,-1.1,-0.46,0.78,0.85
TRIP-91d70c-1,2025-09-11 16:39:06,2.26,2.93,-0.73,0.43,0.23
TRIP-91d70c-2,2025-09-11 16:37:28,1.64,-0.13,1.25,0.75,0.42
TRIP-91d70c-2,2025-09-11 16:37:30,-0.49,-2.3,-1.55,0.1,0.6
TRIP-91d70c-2,2025-09-11 16:37:32,1.93,1.95,1.47,0.78,0.78
TRIP-91d70c-2,2025-09-11 16:37:34,-0.99,0.36,-0.69,0.32,0.16
TRIP-91d70c-2,2025-09-11 16:37:36,-1.81,1.09,1.85,0.57,0.25
TRIP-91d70c-2,2025-09-11 16:37:38,-1.08,1.73,2.76,0.51,0.41
TRIP-91d70c-2,2025-09-11 16:37:40,1.57,-2.66,-0.13,0.64,0.93
TRIP-91d70c-2,2025-09-11 16:37:42,-0.07,-2.65,2.18,0.56,0.66
TRIP-91d70c-2,2025-09-11 16:37:44,-0.86,-2.48,-2.18,0.3,0.06
TRIP-91d70c-2,2025-09-11 16:37:46,-0.5,2.55,0.76,0.99,0.27
TRIP-91d70c-2,2025-09-11 16:37:48,-2.83,-1.07,2.28,0.15,0.68
TRIP-91d70c-2,2025-09-11 16:37:50,0.36,0.45,2.7,0.33,0.48
TRIP-91d70c-2,2025-09-11 16:37:52,1.74,-2.75,2.98,0.78,0.04
TRIP-91d70c-2,2025-09-11 16:37:54,-0.59,0.61,1.64,1.0,0.1
TRIP-91d70c-2,2025-09-11 16:37:56,1.52,-0.89,-1.67,0.61,0.5
TRIP-91d70c-2,2025-09-11 16:37:58,1.3,-1.36,-1.58,0.63,0.17
TRIP-91d70c-2,2025-09-11 16:38:00,1.81,0.51,-0.62,0.7,0.07
TRIP-91d70c-2,2025-09-11 16:38:02,-0.75,2.48,1.46,0.36,0.04
TRIP-91d70c-2,2025-09-11 16:38:04,-0.05,0.11,-0.11,0.83,0.23
TRIP-91d70c-2,2025-09-11 16:38:06,2.52,0.36,-1.9,0.02,0.47
TRIP-91d70c-2,2025-09-11 16:38:08,-1.29,0.02,1.57,0.12,0.11
TRIP-91d70c-2,2025-09-11 16:38:10,-0.24,-0.4,2.26,0.73,0.09
TRIP-91d70c-2,2025-09-11 16:38:12,-2.9,-1.55,2.44,0.52,0.95
TRIP-91d70c-2,2025-09-11 16:38:14,-0.43,-2.67,-0.16,0.37,0.71
TRIP-91d70c-2,2025-09-11 16:38:16,1.56,2.97,0.06,0.26,0.24
TRIP-91d70c-2,2025-09-11 16:38:18,1.25,2.17,-0.8,0.0,0.82
TRIP-91d70c-2,2025-09-11 16:38:20,1.6,2.17,-2.56,0.12,0.58
TRIP-91d70c-2,2025-09-11 16:38:22,-1.84,-1.98,2.59,0.23,0.9
TRIP-91d70c-2,2025-09-11 16:38:24,2.29,-0.02,-0.5,0.02,0.73
TRIP-91d70c-2,2025-09-11 16:38:26,-0.17,1.18,-2.81,0.52,0.76
TRIP-91d70c-2,2025-09-11 16:38:28,1.9,-1.32,-0.62,0.22,0.96
TRIP-91d70c-2,2025-09-11 16:38:30,-0.68,-1.93,-1.2,0.73,0.06
TRIP-91d70c-2,2025-09-11 16:38:32,1.64,0.1,1.78,0.68,0.95
TRIP-91d70c-2,2025-09-11 16:38:34,-0.73,-0.47,2.92,0.86,0.79
TRIP-91d70c-2,2025-09-11 16:38:36,2.44,-2.69,-1.25,0.19,0.13
TRIP-91d70c-2,2025-09-11 16:38:38,1.39,2.07,-2.15,0.06,0.61
TRIP-91d70c-2,2025-09-11 16:38:40,-1.88,-1.21,2.57,0.76,0.99
TRIP-91d70c-2,2025-09-11 16:38:42,0.33,-1.44,-1.44,0.93,0.27
TRIP-91d70c-2,2025-09-11 16:38:44,2.13,1.96,-1.85,0.36,0.34
TRIP-91d70c-2,2025-09-11 16:38:46,-0.08,-1.69,-0.4,0.76,0.55
TRIP-91d70c-2,2025-09-11 16:38:48,-0.15,-0.06,-0.74,0.43,0.98
TRIP-91d70c-2,2025-09-11 16:38:50,-1.46,2.25,-1.95,0.26,0.22
TRIP-91d70c-2,2025-09-11 16:38:52,-0.59,2.79,1.11,0.95,0.71
TRIP-91d70c-2,2025-09-11 16:38:54,0.05,-0.59,0.25,0.92,0.22
TRIP-91d70c-2,2025-09-11 16:38:56,-1.83,1.51,1.82,0.64,0.15
TRIP-91d70c-2,2025-09-11 16:38:58,1.46,0.25,-0.15,0.86,0.26
TRIP-91d70c-2,2025-09-11 16:39:00,-0.97,2.72,-1.6,0.45,0.79
TRIP-91d70c-2,2025-09-11 16:39:02,-2.79,0.44,-0.29,0.07,0.45
TRIP-91d70c-2,2025-09-11 16:39:04,-0.69,0.77,-2.71,0.55,0.97
TRIP-91d70c-2,2025-09-11 16:39:06,-2.96,-0.03,-0.18,0.58,0.39
TRIP-ccbe8c-0,2025-09-11 16:37:28,-2.59,2.69,2.06,0.44,0.87
TRIP-ccbe8c-0,2025-09-11 16:37:30,2.86,-0.58,2.5,0.48,0.27
TRIP-ccbe8c-0,2025-09-11 16:37:32,2.54,-2.86,2.38,0.09,0.61
TRIP-ccbe8c-0,2025-09-11 16:37:34,-2.89,2.91,-0.23,0.57,0.04
TRIP-ccbe8c-0,2025-09-11 16:37:36,-2.98,2.5,2.57,0.05,0.99
TRIP-ccbe8c-0,2025-09-11 16:37:38,-0.61,0.1,-1.04,0.68,0.1
TRIP-ccbe8c-0,2025-09-11 16:37:40,1.94,2.07,-0.61,0.23,0.45
TRIP-ccbe8c-0,2025-09-11 16:37:42,-2.7,-2.13,2.73,0.16,0.31
TRIP-ccbe8c-0,2025-09-11 16:37:44,-0.86,1.81,-0.1,0.74,0.46
TRIP-ccbe8c-0,2025-09-11 16:37:46,-2.1,-0.9,-2.92,0.66,0.02
TRIP-ccbe8c-0,2025-09-11 16:37:48,0.32,-2.55,2.5,0.41,0.14
TRIP-ccbe8c-0,2025-09-11 16:37:50,-2.17,2.68,-0.2,0.36,0.71
TRIP-ccbe8c-0,2025-09-11 16:37:52,-2.15,0.25,-0.4,0.36,0.62
TRIP-ccbe8c-0,2025-09-11 16:37:54,1.73,1.21,1.87,0.48,0.8
TRIP-ccbe8c-0,2025-09-11 16:37:56,-0.02,-1.27,-2.92,0.28,0.42
TRIP-ccbe8c-0,2025-09-11 16:37:58,-2.26,-1.11,0.16,0.62,0.05
TRIP-ccbe8c-0,2025-09-11 16:38:00,-2.23,1.33,-2.21,0.64,0.61
TRIP-ccbe8c-0,2025-09-11 16:38:02,-0.52,2.86,2.53,0.7,0.29
TRIP-ccbe8c-0,2025-09-11 16:38:04,0.19,1.46,2.51,0.06,0.93
TRIP-ccbe8c-0,2025-09-11 16:38:06,-0.5,2.86,1.21,0.08,0.89
TRIP-ccbe8c-0,2025-09-11 16:38:08,2.27,-1.94,1.74,0.64,1.0
TRIP-ccbe8c-0,2025-09-11 16:38:10,1.66,-0.94,-0.51,0.52,0.45
TRIP-ccbe8c-0,2025-09-11 16:38:12,0.18,1.7,1.13,0.83,0.87
TRIP-ccbe8c-0,2025-09-11 16:38:14,-0.65,2.0,0.58,0.92,0.09
TRIP-ccbe8c-0,2025-09-11 16:38:16,-0.13,0.28,0.04,0.38,0.84
TRIP-ccbe8c-0,2025-09-11 16:38:18,2.73,-0.06,-0.78,0.81,0.19
TRIP-ccbe8c-0,2025-09-11 16:38:20,-0.43,-0.87,-2.27,0.0,0.1
TRIP-ccbe8c-0,2025-09-11 16:38:22,-0.24,-0.6,1.54,0.58,0.77
TRIP-ccbe8c-0,2025-09-11 16:38:24,1.95,-1.81,2.2,0.84,0.15
TRIP-ccbe8c-0,2025-09-11 16:38:26,-1.79,3.0,-1.43,0.11,0.12
TRIP-ccbe8c-0,2025-09-11 16:38:28,0.59,-0.04,-0.1,0.05,0.1
TRIP-ccbe8c-0,2025-09-11 16:38:30,-2.84,1.57,2.08,0.2,0.77
TRIP-ccbe8c-0,2025-09-11 16:38:32,-0.62,-0.69,2.31,0.34,0.28
TRIP-ccbe8c-0,2025-09-11 16:38:34,1.55,1.05,0.84,0.68,0.4
TRIP-ccbe8c-0,2025-09-11 16:38:36,-2.13,1.86,-0.37,0.87,0.84
TRIP-ccbe8c-0,2025-09-11 16:38:38,0.08,2.57,-2.26,0.2,0.61
TRIP-ccbe8c-0,2025-09-11 16:38:40,-0.44,-2.01,-0.76,0.69,0.94
TRIP-ccbe8c-0,2025-09-11 16:38:42,-1.03,-2.8,0.69,0.87,0.69
TRIP-ccbe8c-0,2025-09-11 16:38:44,-2.19,2.33,-1.52,0.96,0.65
TRIP-ccbe8c-0,2025-09-11 16:38:46,2.96,-2.57,2.85,0.67,0.27
TRIP-ccbe8c-0,2025-09-11 16:38:48,-2.9,-2.54,2.22,0.5,0.3
TRIP-ccbe8c-0,2025-09-11 16:38:50,2.84,-0.17,-0.32,0.69,0.2
TRIP-ccbe8c-0,2025-09-11 16:38:52,1.41,-1.67,2.76,0.59,0.29
TRIP-ccbe8c-0,2025-09-11 16:38:54,0.58,-0.16,0.24,0.76,0.98
TRIP-ccbe8c-0,2025-09-11 16:38:56,2.41,0.36,1.61,0.44,0.36
TRIP-ccbe8c-0,2025-09-11 16:38:58,0.66,2.99,-0.63,0.2,0.86
TRIP-ccbe8c-0,2025-09-11 16:39:00,-1.14,2.25,0.47,0.55,0.78
TRIP-ccbe8c-0,2025-09-11 16:39:02,0.02,1.95,-0.64,0.41,0.05
TRIP-ccbe8c-0,2025-09-11 16:39:04,2.17,-1.24,2.74,0.6,0.18
TRIP-ccbe8c-0,2025-09-11 16:39:06,1.48,2.96,2.65,0.36,0.72
TRIP-ccbe8c-1,2025-09-11 16:37:28,-2.45,-2.09,-0.8,0.65,0.75
TRIP-ccbe8c-1,2025-09-11 16:37:30,-2.76,-2.03,-0.48,0.94,0.23
TRIP-ccbe8c-1,2025-09-11 16:37:32,-2.54,-2.49,-1.64,0.59,0.12
TRIP-ccbe8c-1,2025-09-11 16:37:34,-0.69,-1.47,0.11,0.28,0.98
TRIP-ccbe8c-1,2025-09-11 16:37:36,2.28,-1.68,-0.19,0.13,0.76
TRIP-ccbe8c-1,2025-09-11 16:37:38,-0.7,1.78,2.25,0.59,0.94
TRIP-ccbe8c-1,2025-09-11 16:37:40,2.62,0.17,1.06,0.4,0.58
TRIP-ccbe8c-1,2025-09-11 16:37:42,2.78,-1.94,-2.13,0.63,0.22
TRIP-ccbe8c-1,2025-09-11 16:37:44,0.72,-2.9,-0.7,0.28,0.31
TRIP-ccbe8c-1,2025-09-11 16:37:46,1.32,-1.37,2.85,0.48,0.99
TRIP-ccbe8c-1,2025-09-11 16:37:48,2.19,-2.16,0.04,0.7,0.81
TRIP-ccbe8c-1,2025-09-11 16:37:50,-0.64,0.18,-2.96,0.6,0.21
TRIP-ccbe8c-1,2025-09-11 16:37:52,-0.31,-2.88,0.84,0.79,0.44
TRIP-ccbe8c-1,2025-09-11 16:37:54,2.46,2.74,-0.67,0.11,0.87
TRIP-ccbe8c-1,2025-09-11 16:37:56,1.5,1.84,1.29,0.33,0.44
TRIP-ccbe8c-1,2025-09-11 16:37:58,-0.74,-1.58,-1.23,0.31,0.85
TRIP-ccbe8c-1,2025-09-11 16:38:00,-0.34,0.59,2.92,0.98,0.25
TRIP-ccbe8c-1,2025-09-11 16:38:02,-0.17,2.47,2.36,0.78,0.14
TRIP-ccbe8c-1,2025-09-11 16:38:04,2.47,0.0,0.76,0.92,0.28
TRIP-ccbe8c-1,2025-09-11 16:38:06,-0.43,0.44,2.79,0.31,0.01
TRIP-ccbe8c-1,2025-09-11 16:38:08,0.72,0.37,1.19,0.79,0.8
TRIP-ccbe8c-1,2025-09-11 16:38:10,0.99,2.92,-0.52,0.08,0.28
TRIP-ccbe8c-1,2025-09-11 16:38:12,-1.07,2.95,1.52,0.51,0.3
TRIP-ccbe8c-1,2025-09-11 16:38:14,2.21,-1.64,-1.05,0.77,0.76
TRIP-ccbe8c-1,2025-09-11 16:38:16,0.96,-1.05,-0.54,0.3,0.02
TRIP-ccbe8c-1,2025-09-11 16:38:18,-2.27,-1.34,1.35,0.29,0.64
TRIP-ccbe8c-1,2025-09-11 16:38:20,1.73,1.8,-1.5,0.6,0.15
TRIP-ccbe8c-1,2025-09-11 16:38:22,-0.63,1.8,0.08,0.55,0.19
TRIP-ccbe8c-1,2025-09-11 16:38:24,-1.29,-2.6,1.59,0.19,0.19
TRIP-ccbe8c-1,2025-09-11 16:38:26,1.57,1.81,-2.12,0.86,0.84
TRIP-ccbe8c-1,2025-09-11 16:38:28,-2.43,-0.13,1.55,0.93,0.15
TRIP-ccbe8c-1,2025-09-11 16:38:30,-1.75,-0.59,-0.03,0.83,0.12
TRIP-ccbe8c-1,2025-09-11 16:38:32,-2.67,1.71,2.72,0.53,0.66
TRIP-ccbe8c-1,2025-09-11 16:38:34,1.68,-0.89,-1.57,0.33,0.4
TRIP-ccbe8c-1,2025-09-11 16:38:36,-0.52,-2.3,2.68,0.91,0.3
TRIP-ccbe8c-1,2025-09-11 16:38:38,-2.06,-2.42,2.92,0.73,0.25
TRIP-ccbe8c-1,2025-09-11 16:38:40,2.67,1.14,-0.65,0.12,0.44
TRIP-ccbe8c-1,2025-09-11 16:38:42,1.85,2.46,-2.68,0.73,0.68
TRIP-ccbe8c-1,2025-09-11 16:38:44,0.55,1.45,0.43,0.1,0.15
TRIP-ccbe8c-1,2025-09-11 16:38:46,-1.87,-2.33,1.05,0.38,0.28
TRIP-ccbe8c-1,2025-09-11 16:38:48,-2.6,0.93,-1.1,0.28,0.44
TRIP-ccbe8c-1,2025-09-11 16:38:50,-1.18,0.74,-1.23,0.31,0.19
TRIP-ccbe8c-1,2025-09-11 16:38:52,2.16,-0.05,0.3,0.05,0.83
TRIP-ccbe8c-1,2025-09-11 16:38:54,0.11,-1.63,2.36,0.26,0.96
TRIP-ccbe8c-1,2025-09-11 16:38:56,2.57,-0.92,1.92,0.88,0.2
TRIP-ccbe8c-1,2025-09-11 16:38:58,0.87,1.19,0.36,0.8,0.45
TRIP-ccbe8c-1,2025-09-11 16:39:00,0.64,2.72,1.73,0.77,0.87
TRIP-ccbe8c-1,2025-09-11 16:39:02,0.08,-2.96,-2.0,0.19,0.11
TRIP-ccbe8c-1,2025-09-11 16:39:04,-0.99,1.81,-0.76,0.84,0.35
TRIP-ccbe8c-1,2025-09-11 16:39:06,-2.22,2.96,1.69,0.39,0.85
TRIP-ccbe8c-2,2025-09-11 16:37:28,2.2,-1.06,-2.58,0.75,0.25
TRIP-ccbe8c-2,2025-09-11 16:37:30,2.29,2.77,2.1,0.13,0.5
TRIP-ccbe8c-2,2025-09-11 16:37:32,-2.44,1.49,-1.24,0.53,0.13
TRIP-ccbe8c-2,2025-09-11 16:37:34,-0.71,-2.47,1.38,0.87,0.99
TRIP-ccbe8c-2,2025-09-11 16:37:36,-0.66,0.91,2.89,0.34,0.86
TRIP-ccbe8c-2,2025-09-11 16:37:38,2.29,-1.45,1.92,0.38,0.8
TRIP-ccbe8c-2,2025-09-11 16:37:40,0.54,-0.14,0.73,0.83,0.85
TRIP-ccbe8c-2,2025-09-11 16:37:42,-1.72,-0.87,1.76,0.93,0.21
TRIP-ccbe8c-2,2025-09-11 16:37:44,-1.54,1.58,1.91,0.99,0.05
TRIP-ccbe8c-2,2025-09-11 16:37:46,-0.94,-2.81,0.74,0.33,0.53
TRIP-ccbe8c-2,2025-09-11 16:37:48,1.65,-2.73,0.18,0.35,0.86
TRIP-ccbe8c-2,2025-09-11 16:37:50,-1.98,-2.13,-2.4,0.03,0.23
TRIP-ccbe8c-2,2025-09-11 16:37:52,0.21,-0.31,0.55,0.17,0.95
TRIP-ccbe8c-2,2025-09-11 16:37:54,2.58,1.08,2.95,0.17,0.56
TRIP-ccbe8c-2,2025-09-11 16:37:56,-0.18,1.37,-1.58,0.56,0.73
TRIP-ccbe8c-2,2025-09-11 16:37:58,-1.94,-0.83,1.71,0.84,0.22
TRIP-ccbe8c-2,2025-09-11 16:38:00,-1.11,-1.46,-0.48,0.58,0.66
TRIP-ccbe8c-2,2025-09-11 16:38:02,-0.48,1.09,0.15,0.93,0.12
TRIP-ccbe8c-2,2025-09-11 16:38:04,-0.33,-0.3,-2.71,0.4,0.7
TRIP-ccbe8c-2,2025-09-11 16:38:06,-2.05,1.89,1.25,0.35,0.82
TRIP-ccbe8c-2,2025-09-11 16:38:08,2.97,-1.18,1.65,0.96,0.2
TRIP-ccbe8c-2,2025-09-11 16:38:10,-2.65,-0.43,1.66,0.01,0.81
TRIP-ccbe8c-2,2025-09-11 16:38:12,-1.96,-2.22,2.97,0.53,0.64
TRIP-ccbe8c-2,2025-09-11 16:38:14,-0.06,2.74,-2.64,0.07,0.72
TRIP-ccbe8c-2,2025-09-11 16:38:16,-1.1,0.68,0.56,0.65,0.62
TRIP-ccbe8c-2,2025-09-11 16:38:18,-1.26,2.99,2.94,0.68,0.36
TRIP-ccbe8c-2,2025-09-11 16:38:20,-1.14,1.25,0.41,0.26,0.39
TRIP-ccbe8c-2,2025-09-11 16:38:22,0.9,-1.47,2.39,0.39,0.07
TRIP-ccbe8c-2,2025-09-11 16:38:24,2.74,1.82,-1.03,0.69,0.6
TRIP-ccbe8c-2,2025-09-11 16:38:26,-1.5,2.81,1.74,0.7,0.09
TRIP-ccbe8c-2,2025-09-11 16:38:28,2.16,-1.23,0.15,0.31,0.44
TRIP-ccbe8c-2,2025-09-11 16:38:30,-2.5,-0.03,-2.42,0.69,0.51
TRIP-ccbe8c-2,2025-09-11 16:38:32,-2.51,0.15,-1.82,0.61,0.25
TRIP-ccbe8c-2,2025-09-11 16:38:34,-1.93,-1.15,-0.71,0.59,0.93
TRIP-ccbe8c-2,2025-09-11 16:38:36,-0.52,2.99,-1.26,0.62,0.14
TRIP-ccbe8c-2,2025-09-11 16:38:38,0.67,2.41,-1.89,0.81,0.23
TRIP-ccbe8c-2,2025-09-11 16:38:40,2.63,2.59,0.05,0.62,0.46
TRIP-ccbe8c-2,2025-09-11 16:38:42,2.5,0.46,0.31,0.95,0.88
TRIP-ccbe8c-2,2025-09-11 16:38:44,-1.27,-0.21,-2.28,0.11,0.84
TRIP-ccbe8c-2,2025-09-11 16:38:46,2.26,0.9,0.08,0.62,0.6
TRIP-ccbe8c-2,2025-09-11 16:38:48,2.16,0.06,-1.47,0.3,0.8
TRIP-ccbe8c-2,2025-09-11 16:38:50,1.95,1.57,-0.32,0.56,0.18
TRIP-ccbe8c-2,2025-09-11 16:38:52,0.53,2.95,0.44,0.57,0.21
TRIP-ccbe8c-2,2025-09-11 16:38:54,-2.32,-1.83,-2.91,0.25,0.38
TRIP-ccbe8c-2,2025-09-11 16:38:56,2.93,-0.06,1.65,0.65,0.25
TRIP-ccbe8c-2,2025-09-11 16:38:58,-2.91,-1.84,-0.33,0.8,0.06
TRIP-ccbe8c-2,2025-09-11 16:39:00,-0.8,2.04,2.61,0.19,0.6
TRIP-ccbe8c-2,2025-09-11 16:39:02,1.59,0.24,2.71,0.08,0.97
TRIP-ccbe8c-2,2025-09-11 16:39:04,-2.83,0.06,0.13,0.1,0.89
TRIP-ccbe8c-2,2025-09-11 16:39:06,-0.8,1.88,1.6,0.22,0.07
TRIP-cd864f-0,2025-09-11 16:37:28,-1.21,-2.72,-0.18,0.41,0.93
TRIP-cd864f-0,2025-09-11 16:37:30,2.96,-0.53,2.69,0.64,0.77
TRIP-cd864f-0,2025-09-11 16:37:32,0.1,-0.37,-1.11,0.38,0.46
TRIP-cd864f-0,2025-09-11 16:37:34,0.88,-0.17,-0.36,0.26,0.78
TRIP-cd864f-0,2025-09-11 16:37:36,-2.97,-1.81,-1.04,0.58,0.35
TRIP-cd864f-0,2025-09-11 16:37:38,2.46,-1.09,2.98,0.31,0.56
TRIP-cd864f-0,2025-09-11 16:37:40,-2.12,2.47,-2.27,0.78,0.38
TRIP-cd864f-0,2025-09-11 16:37:42,-1.75,0.42,-2.2,0.44,0.97
TRIP-cd864f-0,2025-09-11 16:37:44,-0.59,0.49,-2.77,1.0,0.42
TRIP-cd864f-0,2025-09-11 16:37:46,2.82,2.1,2.58,0.83,0.24
TRIP-cd864f-0,2025-09-11 16:37:48,-1.24,2.01,1.31,0.78,0.29
TRIP-cd864f-0,2025-09-11 16:37:50,1.09,-2.59,-1.04,0.63,0.13
TRIP-cd864f-0,2025-09-11 16:37:52,-0.44,-1.31,-0.49,0.72,0.75
TRIP-cd864f-0,2025-09-11 16:37:54,0.43,1.01,-1.55,0.61,0.34
TRIP-cd864f-0,2025-09-11 16:37:56,1.32,2.71,-0.71,0.07,0.06
TRIP-cd864f-0,2025-09-11 16:37:58,1.38,-0.44,1.62,0.13,0.91
TRIP-cd864f-0,2025-09-11 16:38:00,-0.41,1.58,-1.37,0.33,0.72
TRIP-cd864f-0,2025-09-11 16:38:02,1.65,-1.65,2.66,0.36,0.62
TRIP-cd864f-0,2025-09-11 16:38:04,0.08,-1.66,-1.42,0.54,0.34
TRIP-cd864f-0,2025-09-11 16:38:06,-0.31,2.95,2.01,0.93,0.16
TRIP-cd864f-0,2025-09-11 16:38:08,-2.45,-1.88,2.17,0.16,0.4
TRIP-cd864f-0,2025-09-11 16:38:10,0.89,2.18,-0.08,0.48,0.64
TRIP-cd864f-0,2025-09-11 16:38:12,1.2,2.31,2.86,0.26,0.58
TRIP-cd864f-0,2025-09-11 16:38:14,-1.3,1.26,-2.43,0.7,0.38
TRIP-cd864f-0,2025-09-11 16:38:16,-1.68,-2.29,-2.4,0.34,1.0
TRIP-cd864f-0,2025-09-11 16:38:18,0.46,1.86,-2.64,0.6,0.94
TRIP-cd864f-0,2025-09-11 16:38:20,-0.88,-0.49,0.48,0.2,0.57
TRIP-cd864f-0,2025-09-11 16:38:22,2.93,-2.12,-1.68,0.61,1.0
TRIP-cd864f-0,2025-09-11 16:38:24,2.23,2.89,2.1,0.32,0.63
TRIP-cd864f-0,2025-09-11 16:38:26,-1.3,0.14,1.12,0.7,0.17
TRIP-cd864f-0,2025-09-11 16:38:28,-2.64,2.72,-1.91,0.37,0.38
TRIP-cd864f-0,2025-09-11 16:38:30,-0.52,1.65,-2.26,0.07,0.58
TRIP-cd864f-0,2025-09-11 16:38:32,-1.65,1.42,0.96,0.23,0.83
TRIP-cd864f-0,2025-09-11 16:38:34,2.27,2.67,-0.99,0.12,0.21
TRIP-cd864f-0,2025-09-11 16:38:36,-0.06,-0.78,2.64,0.4,0.61
TRIP-cd864f-0,2025-09-11 16:38:38,2.73,-2.07,-0.04,0.34,0.46
TRIP-cd864f-0,2025-09-11 16:38:40,2.52,2.01,-1.88,0.2,0.37
TRIP-cd864f-0,2025-09-11 16:38:42,-1.85,0.5,-1.59,0.85,0.72
TRIP-cd864f-0,2025-09-11 16:38:44,-2.78,0.03,-1.82,0.85,0.34
TRIP-cd864f-0,2025-09-11 16:38:46,0.78,-0.48,-2.03,0.29,0.41
TRIP-cd864f-0,2025-09-11 16:38:48,1.02,0.24,2.29,0.9,0.71
TRIP-cd864f-0,2025-09-11 16:38:50,-2.81,2.6,0.82,0.56,0.11
TRIP-cd864f-0,2025-09-11 16:38:52,1.67,-0.7,0.2,0.62,0.88
TRIP-cd864f-0,2025-09-11 16:38:54,-2.24,-2.23,0.35,0.23,0.0
TRIP-cd864f-0,2025-09-11 16:38:56,0.56,-1.06,1.54,0.15,0.09
TRIP-cd864f-0,2025-09-11 16:38:58,-2.83,2.44,0.72,0.59,0.34
TRIP-cd864f-0,2025-09-11 16:39:00,1.24,-0.14,-1.02,0.22,0.59
TRIP-cd864f-0,2025-09-11 16:39:02,1.67,1.75,1.98,0.11,0.39
TRIP-cd864f-0,2025-09-11 16:39:04,-1.29,2.41,0.09,0.37,0.98
TRIP-cd864f-0,2025-09-11 16:39:06,2.98,2.21,1.75,0.17,0.03
TRIP-cd864f-1,2025-09-11 16:37:28,1.76,1.94,-0.8,0.11,0.48
TRIP-cd864f-1,2025-09-11 16:37:30,-0.03,2.08,0.51,0.42,0.44
TRIP-cd864f-1,2025-09-11 16:37:32,-0.53,0.65,1.31,0.42,0.01
TRIP-cd864f-1,2025-09-11 16:37:34,2.78,0.17,-0.68,0.58,0.8
TRIP-cd864f-1,2025-09-11 16:37:36,-1.44,-0.2,-2.13,0.56,0.37
TRIP-cd864f-1,2025-09-11 16:37:38,-2.16,0.57,1.9,0.61,0.98
TRIP-cd864f-1,2025-09-11 16:37:40,0.81,-0.81,-0.73,0.27,0.37
TRIP-cd864f-1,2025-09-11 16:37:42,-0.89,-0.94,0.36,0.7,0.06
TRIP-cd864f-1,2025-09-11 16:37:44,1.61,-1.41,-2.7,0.11,0.87
TRIP-cd864f-1,2025-09-11 16:37:46,0.45,-0.99,1.98,0.61,0.48
TRIP-cd864f-1,2025-09-11 16:37:48,-2.98,-0.94,1.43,0.88,0.88
TRIP-cd864f-1,2025-09-11 16:37:50,1.9,2.73,-0.59,0.02,0.81
TRIP-cd864f-1,2025-09-11 16:37:52,-2.32,1.8,-1.49,0.38,0.78
TRIP-cd864f-1,2025-09-11 16:37:54,-1.97,2.59,2.15,0.31,0.1
TRIP-cd864f-1,2025-09-11 16:37:56,2.22,-1.19,-0.06,0.15,0.21
TRIP-cd864f-1,2025-09-11 16:37:58,1.11,1.95,-1.79,0.4,0.1
TRIP-cd864f-1,2025-09-11 16:38:00,-1.08,-0.15,-1.9,0.78,0.56
TRIP-cd864f-1,2025-09-11 16:38:02,1.73,-2.59,2.87,0.99,0.43
TRIP-cd864f-1,2025-09-11 16:38:04,-1.43,2.71,0.67,0.46,0.01
TRIP-cd864f-1,2025-09-11 16:38:06,-2.46,-1.36,-0.43,0.23,0.61
TRIP-cd864f-1,2025-09-11 16:38:08,2.12,1.79,1.05,0.46,0.27
TRIP-cd864f-1,2025-09-11 16:38:10,-0.86,0.9,-1.63,0.09,0.56
TRIP-cd864f-1,2025-09-11 16:38:12,-1.18,2.12,0.1,0.55,0.93
TRIP-cd864f-1,2025-09-11 16:38:14,1.44,1.69,-0.76,0.16,0.1
TRIP-cd864f-1,2025-09-11 16:38:16,-0.33,2.33,-1.59,0.07,0.41
TRIP-cd864f-1,2025-09-11 16:38:18,-1.76,2.46,2.04,0.08,0.95
TRIP-cd864f-1,2025-09-11 16:38:20,0.26,-2.96,3.0,0.59,0.73
TRIP-cd864f-1,2025-09-11 16:38:22,-2.56,2.72,1.17,0.5,0.8
TRIP-cd864f-1,2025-09-11 16:38:24,1.14,0.22,-2.18,0.13,0.19
TRIP-cd864f-1,2025-09-11 16:38:26,2.06,-0.67,2.35,0.71,0.09
TRIP-cd864f-1,2025-09-11 16:38:28,-0.99,-1.5,-2.0,0.03,0.33
TRIP-cd864f-1,2025-09-11 16:38:30,-0.9,2.6,-0.23,0.75,0.0
TRIP-cd864f-1,2025-09-11 16:38:32,-1.25,-1.32,2.63,0.27,0.12
